Name,Food,Street,Phone,Rating
Beacher Cafe,Falafel,"King St, Toronto",+1 895-650-8997,2.9
Dining Room,Pizza,"Bloor St, Toronto",+1 750-551-2826,3.3
Kimchi Korea House,korean,"Dundas Street West, Toronto",+1 978-406-4747,1.5
Daldongnae,korean,"Steeles Avenue East, Scarborough",+1 676-498-8084,2.2
Vi Vetha Bistro,italian;french,"Queen Street East, Toronto",+1 805-190-2047,3.4
Oyabong Sushi,japanese,"College St, Toronto",+1 719-276-6791,1.8
Leni Poki,Ramen,"Yonge St, Toronto",+1 936-500-9116,3.1
360 Restaurant,Steak,"Bremner Boulevard, Toronto",+1 815-344-1939,1.8
Avelo,Falafel,"St Nicholas Street, Toronto",+1 960-276-5108,2.5
Eat Nabati,middle_eastern;african,"Baldwin Street, Toronto",+1 674-950-4868,2.5
Sibel,Pasta,"College St, Toronto",+1 887-381-4393,3
Boutique Food + Health Club,Burger,"Avenue Road, Toronto",+1 645-399-4142,1.8
Lana's Kitchen,Pasta,"Baldwin Street, Toronto",+1 767-498-1678,4.9
Il Vegano,italian,"Queen Street West, Toronto",+1 989-561-8735,1.7
Mavericks Burger Co,Sushi,"Merchant's Wharf, Toronto",+1 929-103-9774,2
Revelstoke Kitchen & Cafe,Burger,"Carlton Street, Toronto",+1 897-600-3046,3.9
Viet Chay vegetarian cuisine,asian,"Wilson Avenue, Toronto",+1 865-980-3150,1.5
Veggie D'Light,Salad,"Baldwin Street, Toronto",+1 667-566-8243,4.7
Tsujiri,japanese,"Dundas Street West, Toronto",+1 920-742-6956,3.8
Druxy's ROM Cafe,salad;sandwich;pizza;burger,"Yonge St, Toronto",+1 659-629-4765,1.3
Charlotte's Room,Tacos,"College St, Toronto",+1 949-782-5239,2.7
Gallery Sushi,sushi,"Yonge St, Toronto",+1 848-927-7473,1.4
Bikkuri Japanese Resturaunt,Sushi,"Queen Street East, Toronto",+1 974-853-2498,3.7
Hajime Japanese Resturaunt,Burger,"Queen Street East, Toronto",+1 706-791-9345,1.5
Thai House Cusine,thai,"Queen Street East, Toronto",+1 682-568-1620,3
Chowrasta Indian Cuisine,indian,"Eglinton Avenue East, Toronto",+1 857-692-9788,2
Metagali,thai;indian,"Elm Street , Toronto",+1 728-990-8456,3
Star King,vietnamese;thai,"Yonge Street, Toronto",+1 999-389-1280,4.8
Unplugged Cafe & Bar,indian;american;coffee_shop;ice_cream,"Sheppard Avenue East, Toronto",+1 653-817-8503,1.9
KIN KIN O-Ka-Ne by Oo-Kinza Fish House,japanese;sushi,"College St, Toronto",+1 999-770-4821,1.7
Ichiban Sushi,Pasta,"Queen St, Toronto",+1 641-661-3964,3.6
JC’s Banquet & Grill House,Salad,"Ellesmere Road, Toronto",+1 716-272-2510,3.6
The Friendly Thai,Tacos,"Spadina Ave, Toronto",+1 911-859-6178,2.6
Daddy's Chicken,Ramen,"College St, Toronto",+1 617-336-4062,3.6
Dosa Boyz / Hakka Boyz,indian;asian,"William Kitchen Road, Scarborough",+1 925-772-8328,1.1
The Momo House,BBQ,"Bay St, Toronto",+1 803-380-7092,2.5
Yummy House,chinese,"College St, Toronto",+1 873-800-3911,4.7
AFURI Ramen + Dumpling,ramen,"Church Street, Toronto",+1 682-330-7612,2
Spago Grill,BBQ,"Queen St, Toronto",+1 739-283-7743,1.1
Maru,japanese,"Queen Street East, Toronto",+1 915-657-8034,4.1
Tulia Osteria,pizza,"Queen Street East, Toronto",+1 806-752-8855,3.2
Martins Churrasqueira,Pasta,"Bloor St, Toronto",+1 849-821-6068,3.4
Rikki Tikki,indian,"Spadina Ave, Toronto",+1 714-634-8526,1.9
Sugar Kane,caribbean,"Bay St, Toronto",+1 931-568-8265,3.5
Katsu Sishi,sushi,"Dundas St, Toronto",+1 957-601-3914,4.3
Padaria,brazilian,"Manor Road East, Toronto",+1 824-281-1750,2.5
Aloette Go,burger,"Yonge Street, Toronto",+1 857-324-2567,2.5
The Kingston House Resturaunt,Ramen,"Bloor St, Toronto",+1 856-127-7563,3.5
Torisho,japanese,"Bloor St, Toronto",+1 897-385-7251,1.3
Shwarma Day,Pizza,"Spadina Ave, Toronto",+1 603-948-7512,4.1
Jaclyn's,caribbean,"Queen Street East, Toronto",+1 910-177-2302,3.6
The Green Room,Salad,"College Street, Toronto",+1 813-877-6921,2.2
Upper Beaches Bourbon House,Pasta,"Dundas St, Toronto",+1 706-601-4519,2.8
Unknown,Burger,"King St, Toronto",+1 636-293-7578,3.2
Oishiii Sweets Cafe,japanese;dessert,"Bay St, Toronto",+1 675-260-3488,1.2
Chef 88 Oriental Cuisine,chinese,"College St, Toronto",+1 882-559-6860,1.5
Nichiban Sushi 4 U,sushi,"Dundas St, Toronto",+1 661-393-1133,2.5
Pizza Studio,pizza,"The Pond Road, Toronto",+1 646-184-2622,2.2
The Burrito Bros,Falafel,"Dundas St, Toronto",+1 856-563-1570,2.3
Amma Mono House,Tacos,"Queen Street East, Toronto",+1 827-839-2787,4.8
Lekker,waffle,"Bay St, Toronto",+1 669-590-7412,4.3
Lapinou,Falafel,"King Street West, Toronto",+1 796-958-9312,1.2
Koji Sushi,sushi,"Dupont Street, Toronto",+1 648-153-6399,2.7
Távora,Pasta,"Bay St, Toronto",+1 608-789-2639,3.4
Uno Bistro,ukrainian,"Dundas St, Toronto",+1 981-665-3313,3.1
Anh Dao,vietnamese,"Spadina Avenue, Toronto",+1 913-144-8585,4.8
Thai Jalearn,thai,"College St, Toronto",+1 755-892-7777,1.5
Resurrection Restaurant + Bar,Ramen,"Bloor St, Toronto",+1 952-487-7601,2.6
Ikki Sushi,sushi,"College St, Toronto",+1 600-539-5247,2
La Scogliera,italian,"King St, Toronto",+1 795-177-8211,4.3
Miznon,Burger,"Bay Street, Toronto",+1 811-488-3955,3.5
Cate Landwer,Tacos,"King St, Toronto",+1 874-311-4088,1.1
LOCAL Public Eatery Adelaide,Pizza,"Adelaide Street West, Toronto",+1 613-149-7727,1.8
Wow! Wing House,Ramen,"Milner Avenue, Toronto",+1 992-945-5523,1.2
Istanbul Kebab House,kebab,"Queen St, Toronto",+1 615-798-8489,3.2
Sansotei Ramen,japanese,"College St, Toronto",+1 969-736-2739,1.7
Unknown,chinese,"College St, Toronto",+1 754-961-2543,1.7
Good Eats BY Juian,sandwich,"Bay St, Toronto",+1 617-348-6459,4.5
Tai chi Restaurant chinese food,Steak,"Bloor St, Toronto",+1 646-670-9469,2.1
Twice As Nice,Pasta,"Kingston Road, Toronto",+1 986-300-5549,2.1
Twice As Nice,Pasta,"Kingston Road, Toronto",+1 605-273-1719,1.8
Riyasat Sweets & Restaurant,indian,"Bloor St, Toronto",+1 940-568-6212,2.8
Pür & Simple,breakfast,"North Queen Street, Toronto",+1 996-672-3759,3.3
Chotto Matte,sushi,"Bay Street, Toronto",+1 871-688-8807,3
Sushi Rock,sushi,"Yonge Street, Toronto",+1 632-494-8498,3.1
Sushi Rock,sushi,"Yonge Street, Toronto",+1 905-811-2797,2.8
Sushi Rock,sushi,"King St, Toronto",+1 944-486-5990,3.5
Meet Sushi and Boil,sushi,"Kingston Road, Toronto",+1 785-500-4557,4.4
Union Chicken,Falafel,"College St, Toronto",+1 992-743-5421,1.9
Dolsoe Korean,korean,"King St, Toronto",+1 777-462-4010,1.7
Bosphorus,turkish,"Keele Street, North York",+1 964-973-6016,3.6
Chine,chinese,"Spadina Ave, Toronto",+1 905-277-7354,1.6
Unknown,chinese,"Bloor St, Toronto",+1 835-351-2526,3.6
Unknown,BBQ,"Queen St, Toronto",+1 826-872-8846,2
Salus,Pasta,"King St, Toronto",+1 941-799-9149,3.6
Defina Wood Fired,pizza,"Dupont Street, Toronto",+1 855-813-1307,2.6
Maestro's,pizza,"Queen Street East, Toronto",+1 811-513-5087,2.9
Pho Com Tam 168 Vietnamese Cuisines,vietnamese,"Gerrard Street East, Toronto",+1 796-533-8823,1.3
Frankie's,italian,"Queen Street East, Toronto",+1 818-545-5382,3.1
Lobster Burger Bar,seafood,"King Street West, Toronto",+1 896-349-3901,4.4
Kinton Ramen Original,japanese;ramen;noodle,"Baldwin Street, Toronto",+1 635-464-1927,4
Taisho Japanese Grill,Sushi,"Baldwin Street, Toronto",+1 615-642-6956,1.8
Dong Dong BBQ Meat Bibimibap,Pizza,"Baldwin Street, Toronto",+1 678-386-7755,3
Yuugi Izakaya,Steak,"Baldwin Street, Toronto",+1 697-837-3276,1.4
Yunnan Noodle Shack,Falafel,"Baldwin Street, Toronto",+1 803-261-9666,3.9
Koh Lipe,thai8,"Baldwin Street, Toronto",+1 695-401-1842,4.2
Smoque N' Bones,Salad,"Baldwin Street, Toronto",+1 807-185-2555,4.4
Meet Fresh,taiwanese,"Spadina Avenue, Toronto",+1 632-245-1358,1.8
Dahu Hotpot,Tacos,"Baldwin Street, Toronto",+1 806-406-1469,1.2
Charidise,Burger,"Baldwin Street, Toronto",+1 884-500-9009,1.6
Mexhico,Falafel,"Baldwin Street, Toronto",+1 906-713-7473,3.2
Ronin Izakaya,japanese,"Baldwin Street, Toronto",+1 746-175-2396,3.7
Soya Peking Duck,Ramen,"Baldwin Street, Toronto",+1 868-942-7443,1.2
Neon Hotpot,Steak,"Baldwin Street, Toronto",+1 744-214-3311,1.3
August 8 Dim Sum + Sushi,Sushi,"Spadina Avenue, Toronto",+1 681-834-4972,2.4
Kuni Sushi Ya Japanese Restaurant,Falafel,"Baldwin Street, Toronto",+1 745-717-5739,2.5
Kung Fu Duck,Falafel,"Spadina Avenue, Toronto",+1 944-601-1031,1.7
Forsure Chaoshan Beef Hotpot,BBQ,"Spadina Avenue, Toronto",+1 905-813-4911,3
Kokumi Mini Hot Pot,Ramen,"Spadina Avenue, Toronto",+1 737-984-5845,2
Ramen Station,Sushi,"Spadina Avenue, Toronto",+1 716-285-5460,4.4
Tastys Chicken & Donuts,Sushi,"Spadina Avenue, Toronto",+1 690-779-2710,1.3
Spice & Aroma,BBQ,"Spadina Avenue, Toronto",+1 818-796-8535,1.8
Yin Ji Chang Fen,Sushi,"Spadina Avenue, Toronto",+1 967-702-8806,1.3
Xiaobiandan,Sushi,"Spadina Avenue, Toronto",+1 700-787-1636,2.4
New Sky Restaurant,Pasta,"Spadina Avenue, Toronto",+1 619-233-2318,2.1
ChiChop x norigo,BBQ,"Spadina Avenue, Toronto",+1 906-677-8701,2.9
Tasty's Restaurant & Catering,caribbean,"Spadina Avenue, Toronto",+1 919-691-9641,2.7
Chongqing Chicken Hot Pot,Pizza,"Spadina Avenue, Toronto",+1 979-217-3368,3.9
Eat Yet Big Rice Bowl,BBQ,"Spadina Avenue, Toronto",+1 898-942-1200,1.7
Crimson Teas,Salad,"Spadina Avenue, Toronto",+1 719-777-2867,3.3
The Portuguese Chicken Guys,portuguese,"Bloor St, Toronto",+1 975-210-4491,1.1
Gyubee Japanese Grill,japanese,"Midland Avenue, Scarborough",+1 838-951-7367,3.6
Supreme Taste,Tacos,"Spadina Ave, Toronto",+1 817-407-8659,2.2
Gushi Japanese Street Food,Pasta,"Dundas St, Toronto",+1 713-712-3350,3.1
Forest Hill Farmhouse,salad,"Sorauren Avenue, Toronto",+1 611-834-9732,5
Huevos Gourmet,Burger,"King St, Toronto",+1 701-236-6366,1.5
The Donlands Diner,Pizza,"Spadina Ave, Toronto",+1 611-321-5038,5
San Francesco,italian,"Queen St, Toronto",+1 642-969-9523,4
Beach Hill Smokehouse Texas BBQ,barbecue,"Spadina Ave, Toronto",+1 655-382-8849,3.1
Sunset Grill,american,"Queen Street East, Toronto",+1 650-199-7369,2
The Lair,Ramen,"Parliament Street, Toronto",+1 936-679-8347,3.7
Mercato,Steak,"College St, Toronto",+1 984-948-8566,3.7
Halibut House Fish & Chips,seafood,"Yonge St, Toronto",+1 866-976-1991,2.1
Bistro Grande,Ramen,"King St, Toronto",+1 646-606-7327,4.9
Madame Saigon,vietnamese,"Bloor St, Toronto",+1 889-754-8332,4.3
Sushi & Sushi,sushi,"College St, Toronto",+1 625-643-7319,3.8
Latin World,mexican,"Bay St, Toronto",+1 945-221-8710,4.6
Mira Mira Diner,Salad,"Queen Street East, Toronto",+1 712-122-5931,2.6
Sandy's Resturaunt,Sushi,"Danforth Avenue, Toronto",+1 744-929-1960,3.7
Wake’a Boo Breakfast Bar,Salad,"Queen St, Toronto",+1 842-840-3435,2.2
Zante,Pizza,"Spadina Ave, Toronto",+1 841-995-1493,2.5
Kintom Ramen,japanese,"Yonge St, Toronto",+1 791-726-9797,1.1
Red Wing,BBQ,"Yonge St, Toronto",+1 951-856-6350,1.9
Chiang Mai,thai,"East Liberty Street, Toronto",+1 881-866-3710,5
Canton Kitchen,chinese,"Bloor St, Toronto",+1 992-287-3970,3.4
The Gull,Ramen,"Dundas St, Toronto",+1 747-993-2224,3
Freshii,salad,"Dundas St, Toronto",+1 892-565-8797,3.7
bb.q Chicken,korean;chicken,"Elm Street, Toronto",+1 997-209-8924,3.8
Maison T Bistro,french,"Shaw Street, Toronto",+1 834-751-4294,4.1
Ginger and Onion Cuisine,chinese,"Alton Towers Circle, Scarborough",+1 654-544-2927,2.7
Mashu Mashu,mediterranean,"Spadina Road, Toronto",+1 864-663-8438,2.1
Wilsetti,pizza,"Spadina Road, Toronto",+1 695-671-7415,4.3
El Catrin Destileria,mexican,"Tank House Lane, Toronto",+1 930-457-3456,1.2
Gui Gui,korean,"Yonge Street, Toronto",+1 960-880-3721,2.5
Liberty Soho,Tacos,"East Liberty Street, Toronto",+1 700-665-4034,4.2
Ricarda's,Burger,"Peter Street, Toronto",+1 847-123-1369,4.4
Chainsmoker,barbecue,"Bloor St, Toronto",+1 926-293-3209,1.8
Gwalia,indian,"Bay St, Toronto",+1 976-127-9895,1.9
Good Taste Casserole Rice,chinese,"Yonge Street, North York",+1 687-598-8036,1.1
Daldongnae Korean BBQ,korean,"Yonge Street, North York",+1 691-163-8967,4.9
Chick Queen,chicken,"Queen Street West, Toronto",+1 900-393-2616,4.4
Mezes,greek,"Spadina Ave, Toronto",+1 867-188-6897,3.5
Azura,Sushi,"Spadina Ave, Toronto",+1 634-365-4506,4.8
ThaiOne Eats,thai,"King St, Toronto",+1 872-169-2581,2.6
Tizoc,mexican,"College St, Toronto",+1 806-830-1268,3.5
Happy Valley Village,chinese,"Midland Avenue, Toronto",+1 659-803-1842,2
Ajisen Ramen Scarborough,ramen,"Midland Avenue, Toronto",+1 926-461-5313,2.4
Hey Noodles (Scarborough),chinese;noodle,"Midland Avenue, Toronto",+1 876-176-6375,1.3
Sudden Summer Cafe,chinese,"Midland Avenue, Toronto",+1 740-993-8150,2.3
Daimaru Shabu Shabu (Scarborough),asian;hotpot,"Silver Star Boulevard, Toronto",+1 764-364-9108,3.8
La Pho Vietnamese Restaurant,asian,"Silver Star Boulevard, Toronto",+1 892-920-1060,4.5
PanPan Noodle Bar,chinese;noodle,"Silver Star Boulevard, Toronto",+1 987-458-3155,4.3
Lucky Ace BBQ,chinese,"Silver Star Boulevard, Toronto",+1 919-659-2796,3.8
One Plus One BBQ,chinese,"Silver Star Boulevard, Toronto",+1 855-662-5554,5
Jiangnan Handmade Dim Sum,chinese,"Silver Star Boulevard, Toronto",+1 956-400-4596,3.2
Hunan Style Restaurant,chinese,"Silver Star Boulevard, Toronto",+1 840-573-7808,2
AKA-ONI Ramen&Izakaya (Scarborough),japanese,"Silver Star Boulevard, Toronto",+1 926-876-1305,1.1
Deer Garden Signatures Scarborough,chinese,"Silver Star Boulevard, Toronto",+1 813-878-1847,4
Gyu Hito Japanese BBQ Restaurant,japanese,"Silver Star Boulevard, Toronto",+1 992-664-6133,4
I'm a little hot crab,chinese,"Silver Star Boulevard, Toronto",+1 802-731-9667,4.8
Ho Ban Korean Restaurant,korean,"Silver Star Boulevard, Toronto",+1 935-224-6617,4.2
Beach Hill Smokehouse,barbecue,"Main Street, Toronto",+1 956-970-8819,3.3
Le Baratin,Sushi,"Yonge St, Toronto",+1 760-519-3768,1.7
Dave's Drupatis Roti & Doubles,Sushi,"Ellesmere Road, Toronto",+1 634-152-1091,1.5
No. 1 Jerk,jamaican,"Kingston Road, Toronto",+1 855-513-9810,2.4
Wild Wing,chicken,"College St, Toronto",+1 965-999-1481,1.3
Double Double Pizza & Chicken,pizza;chicken,"College St, Toronto",+1 943-561-8901,2.8
Super Choy,chinese,"Bloor St, Toronto",+1 944-331-4641,2.6
PAI Uptown,thai,"Yonge Street, Toronto",+1 631-789-4952,3.6
Sushi Lovers,sushi,"Lonsdale Road, Toronto",+1 999-874-9255,3.6
TORA,japanese,"Queen St, Toronto",+1 658-858-8760,2.9
Morellina’s,italian,"Dundas St, Toronto",+1 694-373-2238,4.6
NBA Courtside Restaurant,BBQ,"Queens Quay East, Toronto",+1 968-869-7718,2.3
Bad Egg,korean,"Richmond Street East, Toronto",+1 679-909-7844,3.4
Bao Bao Express,vietnamese,"Dundas St, Toronto",+1 960-731-5442,3.2
Simba Grill,Burger,"King St, Toronto",+1 666-184-4947,2
Captain John Fish & Chips,seafood,"Spadina Ave, Toronto",+1 761-228-9487,4.2
Hakka Garden,Falafel,"Bay St, Toronto",+1 786-169-6131,2.4
Mandiafandi,Ramen,"Queen St, Toronto",+1 876-592-4499,4.5
Eats Manilla,phillipines,"College St, Toronto",+1 873-339-5196,4.6
Nai Nai,indonesian,"Queen St, Toronto",+1 876-915-2978,1.2
Añejo,Pizza,"Queen St, Toronto",+1 756-668-3597,3.6
Unknown,chinese,"Bloor St, Toronto",+1 723-815-4465,2.5
Vietnoms,Sushi,"King St, Toronto",+1 987-347-4198,1
Shamshiri Restaurant,Pasta,"Dundas St, Toronto",+1 859-777-1579,2.8
So Hungry,Pizza,"Yonge St, Toronto",+1 916-487-1816,5
Konjiki Ramen,japanese,"College St, Toronto",+1 860-937-5671,4
99 Bottles,Ramen,"College St, Toronto",+1 810-627-8603,2.6
Amal (Toronto),lebanese,"Spadina Ave, Toronto",+1 760-911-7708,5
Sang-Ji Fried Bao,Tacos,"Bay St, Toronto",+1 942-321-9507,2.5
Tahini's,middle_eastern,"King Street West, Toronto",+1 625-151-1906,3.8
Abrielle,mediterranean,"King Street West, Toronto",+1 914-488-4041,2.6
Nobu,sushi,"Mercer Street, Toronto",+1 637-211-2628,4.4
Nutbar,Tacos,"Yonge St, Toronto",+1 825-965-8993,2.2
Maison Selby,Tacos,"Sherbourne Street, Toronto",+1 713-786-4550,3
Momo Ghar,Pasta,"King St, Toronto",+1 953-521-4149,2.9
Unknown,Pizza,"Dundas St, Toronto",+1 997-745-6629,4.2
Bhojan Ghar,Tacos,"Danforth Avenue, Toronto",+1 618-159-8549,4.2
B-Town Pizza,BBQ,"Dundas St, Toronto",+1 696-532-7481,2.7
Blomboon Restaurant & Bar,Falafel,"Queens Quay West, Toronto",+1 621-573-5158,3.1
Asian Legend,BBQ,"Bloor St, Toronto",+1 953-450-4127,3.7
Tdot Jerk,jamaican,"Roncesvalles Avenue, Toronto",+1 832-269-5974,2.1
Sake Sushi,sushi,"Roncesvalles Avenue, Toronto",+1 942-542-9616,4
Kaka,sushi,"Queen St, Toronto",+1 807-489-3247,3.2
Kaka,sushi,"King St, Toronto",+1 605-783-6159,2.4
Kaka Restaurant,sushi,"Dundas St, Toronto",+1 778-251-5211,4.3
Unknown,sandwich,"College St, Toronto",+1 733-598-4882,3.2
Dotty's,Burger,"Dupont Street, Toronto",+1 698-257-4384,4.9
Mangiare - Italian Family Dining - Junction,italian,"Dundas Street West, York",+1 908-464-8413,3.6
KOS Steakhouse,argentinian;steak_house,"Lake Shore Boulevard West, Etobicoke",+1 895-116-5430,4.9
Pizzamaru,pizza,"Yonge Street, North York",+1 701-273-2950,3.9
Pizzamaru,pizza,"Yonge Street, North York",+1 982-408-9468,2.5
Unknown,sushi,"Spadina Ave, Toronto",+1 971-109-5024,4
Charcoal Kebab House,uyghur,"Dundas St, Toronto",+1 688-518-6826,4
Delhi Momos,indian,"Dundas St, Toronto",+1 784-397-4055,4.4
Pizzeria No. 900 Beaches,pizza,"Queen Street East, Toronto",+1 758-821-5558,4.1
Heal,Burger,"Spadina Ave, Toronto",+1 949-362-4463,3.2
Tiarré's Brunch & Bistro,Burger,"Dundas St, Toronto",+1 714-902-7229,4.6
Yang's Braised Chicken,chinese,"Dundas Street West, Toronto",+1 601-154-5419,1.1
Souvlaki Emporium,greek,"Dupont Street, Toronto",+1 813-760-4969,4.8
Thai Lime,thai,"Bay St, Toronto",+1 856-549-9152,2.7
BOOM Breakfast & Co. Junction,Steak,"Dundas Street West, York",+1 637-934-6560,3.5
Hokubu Ramen,ramen,"Queen Street East, Toronto",+1 880-223-6586,1.6
Runway 06,Pizza,"John Street, Toronto",+1 845-586-5397,3.9
Maven Toronto,Ramen,"Bloor St, Toronto",+1 923-631-5376,1.2
Ramen Ya,Pasta,"St George Street, Toronto",+1 650-468-3546,3.1
Bocconcini Toronto,Ramen,"Gerrard Street East, Toronto",+1 998-194-2486,4.3
Bocconcini Toronto,pizza,"Gerrard Street East, Toronto",+1 812-125-5428,4
Som Tum Jinda,Sushi,"Gerrard Street East, Toronto",+1 934-322-5609,1.7
Som Tum Jinda,thai;asian,"Gerrard Street East, Toronto",+1 899-419-6372,3
Som Tum Jinda,thai;asian,"Gerrard Street East, Toronto",+1 656-583-6617,1.2
East Coast Donair,Tacos,"King St, Toronto",+1 900-931-5394,4.7
Restaurant Stop,Falafel,"Bloor St, Toronto",+1 776-720-6736,3.5
Unknown,indian,"Yonge St, Toronto",+1 811-183-4013,4.2
Egg Club,Ramen,"College St, Toronto",+1 883-990-5419,2.9
Amsterdam Brew House,american,"Queens Quay West, Toronto",+1 808-790-9952,1.2
Kandahar Kabab,kebab,"College St, Toronto",+1 740-110-1496,4.6
Airport Gate Cafe & Grill,Ramen,"College St, Toronto",+1 880-598-4035,4.5
Hooters,burger,"Spadina Ave, Toronto",+1 950-752-6926,1.1
Miller Tavern,Burger,"Yonge Street, North York",+1 689-785-4021,3.7
Pizza Hut,pizza,"Don Mills Road, North York",+1 868-236-6709,3.9
Acqua Supper Club,Salad,"Bay St, Toronto",+1 748-175-1601,2.9
The Keating Channel Pub & Grill,Burger,"Villiers Street, Toronto",+1 879-832-6639,4.9
Pizza Hut,pizza,"Ellesmere Road, Scarborough",+1 723-108-6027,4.8
Punjabi Chaap Corner,indian,"Yonge St, Toronto",+1 990-429-1656,1.9
Earls,american,"North Queen Street, Etobicoke",+1 614-156-1382,2.5
Asian Buffet,asian,"Spadina Ave, Toronto",+1 735-396-1408,4.6
Handi Indian Cuisine,indian,"Kipling Avenue, Etobicoke",+1 863-970-1400,2.7
Pizza Hut,pizza,"Kipling Avenue, Toronto",+1 764-640-6019,4
Mr. Greek,greek,"Milner Avenue, Toronto",+1 741-944-4781,3.4
Hakka No. 1 Restaurant,Ramen,"Yonge St, Toronto",+1 938-411-4470,2.5
Caribbean Heat 3,caribbean,"Finch Avenue West, North York",+1 656-448-8468,2.8
Captain's Catch,chinese,"Sheppard Avenue East, North York",+1 925-347-5157,4
Patty King,BBQ,"Spadina Ave, Toronto",+1 911-757-4735,3
Boston Pizza,pizza,"Carlson Court, Toronto",+1 654-983-6116,1.8
Tucker's Marketplace,Pizza,"Carlson Court, Toronto",+1 804-517-8599,1.1
Lone Star Texas Grill,Ramen,"Queen St, Toronto",+1 715-973-8265,3.1
The Keg,steak_house,"Dixon Road, Toronto",+1 663-782-5813,2.1
Dundas Street Grille,regional,"Dundas Street West, Etobicoke",+1 945-522-7732,4.3
East Side Mario's,italian,"Lebovic Avenue, Toronto",+1 999-147-2924,1.2
Kelsey's,american,"Dundas St, Toronto",+1 932-543-5375,2.3
Boston Pizza,pizza,"Spadina Ave, Toronto",+1 899-406-4570,1.4
Royal Meats BBQ,burger,"Kipling Avenue, Toronto",+1 711-249-4821,3
Nobuya (Japanese Fast Food-Ya),japanese,"Royal York Road, Toronto",+1 887-611-6319,4.3
St. Louis Bar & Grill,chicken,"Yonge Street, Toronto",+1 603-817-9765,2.7
Sushi by K,regional;sushi,"Eglinton Avenue East, East York",+1 661-168-1097,1.4
Astoria shish kebob house,kebab,"King St, Toronto",+1 986-986-9419,4.8
Table 21,steak_house,"Bloor Street West, Toronto",+1 835-151-9129,3.3
Yummy Momo,Ramen,"Queen Street West, Toronto",+1 981-560-5560,3.7
Bumpkin's,Steak,"Gloucester Street, Toronto",+1 788-476-8781,2.2
Local Public Eatery,Ramen,"Bloor St, Toronto",+1 804-955-5502,4
The Keg,steak_house,"Jarvis Street, Toronto",+1 682-642-2286,3.4
The Blake House,Ramen,"Jarvis Street, Toronto",+1 677-424-9045,1.3
The Grand Hive Honey's Bistro and Bar,Falafel,"Jarvis Street, Toronto",+1 966-377-4769,1.9
Grenadier Restaurant,Salad,"Colborne Lodge Drive, Toronto",+1 990-168-8906,1.8
Merlot,french,"Bloor Street West, Toronto",+1 698-999-9386,1.7
Just Greek Restaurant,greek,"Bloor Street West, Toronto",+1 627-612-5359,2.5
Swiss Chalet,chicken,"Dundas St, Toronto",+1 811-860-3823,3.3
Scaddabush,italian,"Progress Avenue, Toronto",+1 955-878-2808,1.9
Soluna,mediterranean,"Queen Street West, Toronto",+1 941-899-5033,4
Rivoli,Tacos,"Queen Street West, Toronto",+1 787-693-8419,2.9
