Name,Food,Street,Phone,Rating
Padaria,brazilian,"Manor Rd E, Toronto",+1 824-281-1750,2.5
Aloette Go,burger,"Yonge St, Toronto",+1 857-324-2567,2.5
The Kingston House Resturaunt,Ramen,"Bloor St, Toronto",+1 856-127-7563,3.5
Torisho,japanese,"Bloor St, Toronto",+1 897-385-7251,1.3
Shwarma Day,Pizza,"Spadina Ave, Toronto",+1 603-948-7512,4.1
Jaclyn's,caribbean,"Queen St E, Toronto",+1 910-177-2302,3.6
The Green Room,Salad,"College St, Toronto",+1 813-877-6921,2.2
Upper Beaches Bourbon House,Pasta,"Dundas St, Toronto",+1 706-601-4519,2.8
Oishiii Sweets Cafe,japanese;dessert,"Bay St, Toronto",+1 675-260-3488,1.2
Chef 88 Oriental Cuisine,chinese,"College St, Toronto",+1 882-559-6860,1.5
Nichiban Sushi 4 U,sushi,"Dundas St, Toronto",+1 661-393-1133,2.5
Pizza Studio,pizza,"The Pond Rd, Toronto",+1 646-184-2622,2.2
The Burrito Bros,Falafel,"Dundas St, Toronto",+1 856-563-1570,2.3
Amma Mono House,Tacos,"Queen St E, Toronto",+1 827-839-2787,4.8
Lekker,waffle,"Bay St, Toronto",+1 669-590-7412,4.3
Lapinou,Falafel,"King St W, Toronto",+1 796-958-9312,1.2
Koji Sushi,sushi,"Dupont St, Toronto",+1 648-153-6399,2.7
Távora,Pasta,"Bay St, Toronto",+1 608-789-2639,3.4
Uno Bistro,ukrainian,"Dundas St, Toronto",+1 981-665-3313,3.1
Anh Dao,vietnamese,"Spadina Ave, Toronto",+1 913-144-8585,4.8
Thai Jalearn,thai,"College St, Toronto",+1 755-892-7777,1.5
Resurrection Restaurant + Bar,Ramen,"Bloor St, Toronto",+1 952-487-7601,2.6
Ikki Sushi,sushi,"College St, Toronto",+1 600-539-5247,2.0
La Scogliera,italian,"King St, Toronto",+1 795-177-8211,4.3
Miznon,Burger,"Bay St, Toronto",+1 811-488-3955,3.5
Cate Landwer,Tacos,"King St, Toronto",+1 874-311-4088,1.1
LOCAL Public Eatery Adelaide,Pizza,"Adelaide St W, Toronto",+1 613-149-7727,1.8
Wow! Wing House,Ramen,"Milner Ave, Toronto",+1 992-945-5523,1.2
Istanbul Kebab House,kebab,"Queen St, Toronto",+1 615-798-8489,3.2
Good Eats BY Juian,sandwich,"Bay St, Toronto",+1 617-348-6459,4.5
Tai chi Restaurant chinese food,Steak,"Bloor St, Toronto",+1 646-670-9469,2.1
Twice As Nice,Pasta,"Kingston Rd, Toronto",+1 986-300-5549,2.1
Riyasat Sweets & Restaurant,indian,"Bloor St, Toronto",+1 940-568-6212,2.8
Pür & Simple,breakfast,"N Queen St, Toronto",+1 996-672-3759,3.3
Chotto Matte,sushi,"Bay St, Toronto",+1 871-688-8807,3.0
Sushi Rock,sushi,"King St, Toronto",+1 944-486-5990,3.5
Meet Sushi and Boil,sushi,"Kingston Rd, Toronto",+1 785-500-4557,4.4
Union Chicken,Falafel,"College St, Toronto",+1 992-743-5421,1.9
Dolsoe Korean,korean,"King St, Toronto",+1 777-462-4010,1.7
Bosphorus,turkish,"Keele St, N York",+1 964-973-6016,3.6
Chine,chinese,"Spadina Ave, Toronto",+1 905-277-7354,1.6
Salus,Pasta,"King St, Toronto",+1 941-799-9149,3.6
Defina Wood Fired,pizza,"Dupont St, Toronto",+1 855-813-1307,2.6
Maestro's,pizza,"Queen St E, Toronto",+1 811-513-5087,2.9
Pho Com Tam 168 Vietnamese Cuisines,vietnamese,"Gerrard St E, Toronto",+1 796-533-8823,1.3
Frankie's,italian,"Queen St E, Toronto",+1 818-545-5382,3.1
Lobster Burger Bar,seafood,"King St W, Toronto",+1 896-349-3901,4.4
Kinton Ramen Original,japanese;ramen;noodle,"Baldwin St, Toronto",+1 635-464-1927,4.0
Taisho Japanese Grill,Sushi,"Baldwin St, Toronto",+1 615-642-6956,1.8
Dong Dong BBQ Meat Bibimibap,Pizza,"Baldwin St, Toronto",+1 678-386-7755,3.0
Yuugi Izakaya,Steak,"Baldwin St, Toronto",+1 697-837-3276,1.4
Yunnan Noodle Shack,Falafel,"Baldwin St, Toronto",+1 803-261-9666,3.9
Koh Lipe,thai8,"Baldwin St, Toronto",+1 695-401-1842,4.2
Smoque N' Bones,Salad,"Baldwin St, Toronto",+1 807-185-2555,4.4
Meet Fresh,taiwanese,"Spadina Ave, Toronto",+1 632-245-1358,1.8
Dahu Hotpot,Tacos,"Baldwin St, Toronto",+1 806-406-1469,1.2
Charidise,Burger,"Baldwin St, Toronto",+1 884-500-9009,1.6
Mexhico,Falafel,"Baldwin St, Toronto",+1 906-713-7473,3.2
Ronin Izakaya,japanese,"Baldwin St, Toronto",+1 746-175-2396,3.7
Soya Peking Duck,Ramen,"Baldwin St, Toronto",+1 868-942-7443,1.2
Neon Hotpot,Steak,"Baldwin St, Toronto",+1 744-214-3311,1.3
August 8 Dim Sum + Sushi,Sushi,"Spadina Ave, Toronto",+1 681-834-4972,2.4
Kuni Sushi Ya Japanese Restaurant,Falafel,"Baldwin St, Toronto",+1 745-717-5739,2.5
Kung Fu Duck,Falafel,"Spadina Ave, Toronto",+1 944-601-1031,1.7
Forsure Chaoshan Beef Hotpot,BBQ,"Spadina Ave, Toronto",+1 905-813-4911,3.0
Kokumi Mini Hot Pot,Ramen,"Spadina Ave, Toronto",+1 737-984-5845,2.0
Ramen Station,Sushi,"Spadina Ave, Toronto",+1 716-285-5460,4.4
Tastys Chicken & Donuts,Sushi,"Spadina Ave, Toronto",+1 690-779-2710,1.3
Spice & Aroma,BBQ,"Spadina Ave, Toronto",+1 818-796-8535,1.8
Yin Ji Chang Fen,Sushi,"Spadina Ave, Toronto",+1 967-702-8806,1.3
Xiaobiandan,Sushi,"Spadina Ave, Toronto",+1 700-787-1636,2.4
New Sky Restaurant,Pasta,"Spadina Ave, Toronto",+1 619-233-2318,2.1
ChiChop x norigo,BBQ,"Spadina Ave, Toronto",+1 906-677-8701,2.9
Tasty's Restaurant & Catering,caribbean,"Spadina Ave, Toronto",+1 919-691-9641,2.7
Chongqing Chicken Hot Pot,Pizza,"Spadina Ave, Toronto",+1 979-217-3368,3.9
Eat Yet Big Rice Bowl,BBQ,"Spadina Ave, Toronto",+1 898-942-1200,1.7
Crimson Teas,Salad,"Spadina Ave, Toronto",+1 719-777-2867,3.3
The Portuguese Chicken Guys,portuguese,"Bloor St, Toronto",+1 975-210-4491,1.1
Gyubee Japanese Grill,japanese,"Midland Ave, Scarborough",+1 838-951-7367,3.6
Supreme Taste,Tacos,"Spadina Ave, Toronto",+1 817-407-8659,2.2
Gushi Japanese Street Food,Pasta,"Dundas St, Toronto",+1 713-712-3350,3.1
Forest Hill Farmhouse,salad,"Sorauren Ave, Toronto",+1 611-834-9732,5.0
Huevos Gourmet,Burger,"King St, Toronto",+1 701-236-6366,1.5
The Donlands Diner,Pizza,"Spadina Ave, Toronto",+1 611-321-5038,5.0
San Francesco,italian,"Queen St, Toronto",+1 642-969-9523,4.0
Beach Hill Smokehouse Texas BBQ,barbecue,"Spadina Ave, Toronto",+1 655-382-8849,3.1
Sunset Grill,american,"Queen St E, Toronto",+1 650-199-7369,2.0
The Lair,Ramen,"Parliament St, Toronto",+1 936-679-8347,3.7
Mercato,Steak,"College St, Toronto",+1 984-948-8566,3.7
Halibut House Fish & Chips,seafood,"Yonge St, Toronto",+1 866-976-1991,2.1
Bistro Grande,Ramen,"King St, Toronto",+1 646-606-7327,4.9
Madame Saigon,vietnamese,"Bloor St, Toronto",+1 889-754-8332,4.3
Sushi & Sushi,sushi,"College St, Toronto",+1 625-643-7319,3.8
Latin World,mexican,"Bay St, Toronto",+1 945-221-8710,4.6
Mira Mira Diner,Salad,"Queen St E, Toronto",+1 712-122-5931,2.6
Sandy's Resturaunt,Sushi,"Danforth Ave, Toronto",+1 744-929-1960,3.7
Wake’a Boo Breakfast Bar,Salad,"Queen St, Toronto",+1 842-840-3435,2.2
Zante,Pizza,"Spadina Ave, Toronto",+1 841-995-1493,2.5
Kintom Ramen,japanese,"Yonge St, Toronto",+1 791-726-9797,1.1
Red Wing,BBQ,"Yonge St, Toronto",+1 951-856-6350,1.9
Chiang Mai,thai,"E Liberty St, Toronto",+1 881-866-3710,5.0
Canton Kitchen,chinese,"Bloor St, Toronto",+1 992-287-3970,3.4
The Gull,Ramen,"Dundas St, Toronto",+1 747-993-2224,3.0
bb.q Chicken,korean;chicken,"Elm St, Toronto",+1 997-209-8924,3.8
Maison T Bistro,french,"Shaw St, Toronto",+1 834-751-4294,4.1
Ginger and Onion Cuisine,chinese,"Alton Towers Circle, Scarborough",+1 654-544-2927,2.7
Mashu Mashu,mediterranean,"Spadina Rd, Toronto",+1 864-663-8438,2.1
Wilsetti,pizza,"Spadina Rd, Toronto",+1 695-671-7415,4.3
El Catrin Destileria,mexican,"Tank House Lane, Toronto",+1 930-457-3456,1.2
Gui Gui,korean,"Yonge St, Toronto",+1 960-880-3721,2.5
Liberty Soho,Tacos,"E Liberty St, Toronto",+1 700-665-4034,4.2
Ricarda's,Burger,"Peter St, Toronto",+1 847-123-1369,4.4
Chainsmoker,barbecue,"Bloor St, Toronto",+1 926-293-3209,1.8
Gwalia,indian,"Bay St, Toronto",+1 976-127-9895,1.9
Good Taste Casserole Rice,chinese,"Yonge St, N York",+1 687-598-8036,1.1
Daldongnae Korean BBQ,korean,"Yonge St, N York",+1 691-163-8967,4.9
Chick Queen,chicken,"Queen St W, Toronto",+1 900-393-2616,4.4
Mezes,greek,"Spadina Ave, Toronto",+1 867-188-6897,3.5
Azura,Sushi,"Spadina Ave, Toronto",+1 634-365-4506,4.8
ThaiOne Eats,thai,"King St, Toronto",+1 872-169-2581,2.6
Tizoc,mexican,"College St, Toronto",+1 806-830-1268,3.5
Happy Valley Village,chinese,"Midland Ave, Toronto",+1 659-803-1842,2.0
Ajisen Ramen Scarborough,ramen,"Midland Ave, Toronto",+1 926-461-5313,2.4
Hey Noodles (Scarborough),chinese;noodle,"Midland Ave, Toronto",+1 876-176-6375,1.3
Sudden Summer Cafe,chinese,"Midland Ave, Toronto",+1 740-993-8150,2.3
Daimaru Shabu Shabu (Scarborough),asian;hotpot,"Silver Star Blvd, Toronto",+1 764-364-9108,3.8
La Pho Vietnamese Restaurant,asian,"Silver Star Blvd, Toronto",+1 892-920-1060,4.5
PanPan Noodle Bar,chinese;noodle,"Silver Star Blvd, Toronto",+1 987-458-3155,4.3
Lucky Ace BBQ,chinese,"Silver Star Blvd, Toronto",+1 919-659-2796,3.8
One Plus One BBQ,chinese,"Silver Star Blvd, Toronto",+1 855-662-5554,5.0
Jiangnan Handmade Dim Sum,chinese,"Silver Star Blvd, Toronto",+1 956-400-4596,3.2
Hunan Style Restaurant,chinese,"Silver Star Blvd, Toronto",+1 840-573-7808,2.0
AKA-ONI Ramen&Izakaya (Scarborough),japanese,"Silver Star Blvd, Toronto",+1 926-876-1305,1.1
Deer Garden Signatures Scarborough,chinese,"Silver Star Blvd, Toronto",+1 813-878-1847,4.0
Gyu Hito Japanese BBQ Restaurant,japanese,"Silver Star Blvd, Toronto",+1 992-664-6133,4.0
I'm a little hot crab,chinese,"Silver Star Blvd, Toronto",+1 802-731-9667,4.8
Ho Ban Korean Restaurant,korean,"Silver Star Blvd, Toronto",+1 935-224-6617,4.2
Beach Hill Smokehouse,barbecue,"Main St, Toronto",+1 956-970-8819,3.3
Le Baratin,Sushi,"Yonge St, Toronto",+1 760-519-3768,1.7
Dave's Drupatis Roti & Doubles,Sushi,"Ellesmere Rd, Toronto",+1 634-152-1091,1.5
No. 1 Jerk,jamaican,"Kingston Rd, Toronto",+1 855-513-9810,2.4
Double Double Pizza & Chicken,pizza;chicken,"College St, Toronto",+1 943-561-8901,2.8
Super Choy,chinese,"Bloor St, Toronto",+1 944-331-4641,2.6
PAI Uptown,thai,"Yonge St, Toronto",+1 631-789-4952,3.6
Sushi Lovers,sushi,"Lonsdale Rd, Toronto",+1 999-874-9255,3.6
TORA,japanese,"Queen St, Toronto",+1 658-858-8760,2.9
Morellina’s,italian,"Dundas St, Toronto",+1 694-373-2238,4.6
NBA Courtside Restaurant,BBQ,"Queens Quay E, Toronto",+1 968-869-7718,2.3
Bad Egg,korean,"Richmond St E, Toronto",+1 679-909-7844,3.4
Bao Bao Express,vietnamese,"Dundas St, Toronto",+1 960-731-5442,3.2
Simba Grill,Burger,"King St, Toronto",+1 666-184-4947,2.0
Captain John Fish & Chips,seafood,"Spadina Ave, Toronto",+1 761-228-9487,4.2
Hakka Garden,Falafel,"Bay St, Toronto",+1 786-169-6131,2.4
Mandiafandi,Ramen,"Queen St, Toronto",+1 876-592-4499,4.5
Eats Manilla,phillipines,"College St, Toronto",+1 873-339-5196,4.6
Nai Nai,indonesian,"Queen St, Toronto",+1 876-915-2978,1.2
Añejo,Pizza,"Queen St, Toronto",+1 756-668-3597,3.6
Vietnoms,Sushi,"King St, Toronto",+1 987-347-4198,1.0
Shamshiri Restaurant,Pasta,"Dundas St, Toronto",+1 859-777-1579,2.8
So Hungry,Pizza,"Yonge St, Toronto",+1 916-487-1816,5.0
Konjiki Ramen,japanese,"College St, Toronto",+1 860-937-5671,4.0
99 Bottles,Ramen,"College St, Toronto",+1 810-627-8603,2.6
Amal (Toronto),lebanese,"Spadina Ave, Toronto",+1 760-911-7708,5.0
Sang-Ji Fried Bao,Tacos,"Bay St, Toronto",+1 942-321-9507,2.5
Tahini's,middle_eastern,"King St W, Toronto",+1 625-151-1906,3.8
Abrielle,mediterranean,"King St W, Toronto",+1 914-488-4041,2.6
Nobu,sushi,"Mercer St, Toronto",+1 637-211-2628,4.4
Nutbar,Tacos,"Yonge St, Toronto",+1 825-965-8993,2.2
Maison Selby,Tacos,"Sherbourne St, Toronto",+1 713-786-4550,3.0
Momo Ghar,Pasta,"King St, Toronto",+1 953-521-4149,2.9
Bhojan Ghar,Tacos,"Danforth Ave, Toronto",+1 618-159-8549,4.2
B-Town Pizza,BBQ,"Dundas St, Toronto",+1 696-532-7481,2.7
Blomboon Restaurant & Bar,Falafel,"Queens Quay W, Toronto",+1 621-573-5158,3.1
Asian Legend,BBQ,"Bloor St, Toronto",+1 953-450-4127,3.7
Tdot Jerk,jamaican,"Roncesvalles Ave, Toronto",+1 832-269-5974,2.1
Sake Sushi,sushi,"Roncesvalles Ave, Toronto",+1 942-542-9616,4.0
Kaka,sushi,"Queen St, Toronto",+1 807-489-3247,3.2
Kaka,sushi,"King St, Toronto",+1 605-783-6159,2.4
Kaka Restaurant,sushi,"Dundas St, Toronto",+1 778-251-5211,4.3
Dotty's,Burger,"Dupont St, Toronto",+1 698-257-4384,4.9
Mangiare - Italian Family Dining - Junction,italian,"Dundas St W, York",+1 908-464-8413,3.6
KOS Steakhouse,argentinian;steak_house,"Lake Shore Blvd W, Etobicoke",+1 895-116-5430,4.9
Pizzamaru,pizza,"Yonge St, N York",+1 701-273-2950,3.9
Charcoal Kebab House,uyghur,"Dundas St, Toronto",+1 688-518-6826,4.0
Delhi Momos,indian,"Dundas St, Toronto",+1 784-397-4055,4.4
Pizzeria No. 900 Beaches,pizza,"Queen St E, Toronto",+1 758-821-5558,4.1
Heal,Burger,"Spadina Ave, Toronto",+1 949-362-4463,3.2
Tiarré's Brunch & Bistro,Burger,"Dundas St, Toronto",+1 714-902-7229,4.6
Yang's Braised Chicken,chinese,"Dundas St W, Toronto",+1 601-154-5419,1.1
Souvlaki Emporium,greek,"Dupont St, Toronto",+1 813-760-4969,4.8
Thai Lime,thai,"Bay St, Toronto",+1 856-549-9152,2.7
BOOM Breakfast & Co. Junction,Steak,"Dundas St W, York",+1 637-934-6560,3.5
Hokubu Ramen,ramen,"Queen St E, Toronto",+1 880-223-6586,1.6
Runway 06,Pizza,"John St, Toronto",+1 845-586-5397,3.9
Maven Toronto,Ramen,"Bloor St, Toronto",+1 923-631-5376,1.2
Ramen Ya,Pasta,"St George St, Toronto",+1 650-468-3546,3.1
Bocconcini Toronto,Ramen,"Gerrard St E, Toronto",+1 998-194-2486,4.3
Som Tum Jinda,Sushi,"Gerrard St E, Toronto",+1 934-322-5609,1.7
East Coast Donair,Tacos,"King St, Toronto",+1 900-931-5394,4.7
Restaurant Stop,Falafel,"Bloor St, Toronto",+1 776-720-6736,3.5
Egg Club,Ramen,"College St, Toronto",+1 883-990-5419,2.9
Amsterdam Brew House,american,"Queens Quay W, Toronto",+1 808-790-9952,1.2
Kandahar Kabab,kebab,"College St, Toronto",+1 740-110-1496,4.6
Airport Gate Cafe & Grill,Ramen,"College St, Toronto",+1 880-598-4035,4.5
Hooters,burger,"Spadina Ave, Toronto",+1 950-752-6926,1.1
Miller Tavern,Burger,"Yonge St, N York",+1 689-785-4021,3.7
Pizza Hut,pizza,"Don Mills Rd, N York",+1 868-236-6709,3.9
Acqua Supper Club,Salad,"Bay St, Toronto",+1 748-175-1601,2.9
The Keating Channel Pub & Grill,Burger,"Villiers St, Toronto",+1 879-832-6639,4.9
Pizza Hut,pizza,"Ellesmere Rd, Scarborough",+1 723-108-6027,4.8
Punjabi Chaap Corner,indian,"Yonge St, Toronto",+1 990-429-1656,1.9
Earls,american,"N Queen St, Etobicoke",+1 614-156-1382,2.5
Asian Buffet,asian,"Spadina Ave, Toronto",+1 735-396-1408,4.6
Handi Indian Cuisine,indian,"Kipling Ave, Etobicoke",+1 863-970-1400,2.7
Pizza Hut,pizza,"Kipling Ave, Toronto",+1 764-640-6019,4.0
Mr. Greek,greek,"Milner Ave, Toronto",+1 741-944-4781,3.4
Hakka No. 1 Restaurant,Ramen,"Yonge St, Toronto",+1 938-411-4470,2.5
Caribbean Heat 3,caribbean,"Finch Ave W, N York",+1 656-448-8468,2.8
Captain's Catch,chinese,"Sheppard Ave E, N York",+1 925-347-5157,4.0
Patty King,BBQ,"Spadina Ave, Toronto",+1 911-757-4735,3.0
Boston Pizza,pizza,"Carlson Court, Toronto",+1 654-983-6116,1.8
Tucker's Marketplace,Pizza,"Carlson Court, Toronto",+1 804-517-8599,1.1
Lone Star Texas Grill,Ramen,"Queen St, Toronto",+1 715-973-8265,3.1
The Keg,steak_house,"Dixon Rd, Toronto",+1 663-782-5813,2.1
Dundas Street Grille,regional,"Dundas St W, Etobicoke",+1 945-522-7732,4.3
East Side Mario's,italian,"Lebovic Ave, Toronto",+1 999-147-2924,1.2
Kelsey's,american,"Dundas St, Toronto",+1 932-543-5375,2.3
Boston Pizza,pizza,"Spadina Ave, Toronto",+1 899-406-4570,1.4
Royal Meats BBQ,burger,"Kipling Ave, Toronto",+1 711-249-4821,3.0
Nobuya (Japanese Fast Food-Ya),japanese,"Royal York Rd, Toronto",+1 887-611-6319,4.3
Sushi by K,regional;sushi,"Eglinton Ave E, E York",+1 661-168-1097,1.4
Astoria shish kebob house,kebab,"King St, Toronto",+1 986-986-9419,4.8
Table 21,steak_house,"Bloor St W, Toronto",+1 835-151-9129,3.3
Yummy Momo,Ramen,"Queen St W, Toronto",+1 981-560-5560,3.7
Bumpkin's,Steak,"Gloucester St, Toronto",+1 788-476-8781,2.2
Local Public Eatery,Ramen,"Bloor St, Toronto",+1 804-955-5502,4.0
The Keg,steak_house,"Jarvis St, Toronto",+1 682-642-2286,3.4
The Blake House,Ramen,"Jarvis St, Toronto",+1 677-424-9045,1.3
The Grand Hive Honey's Bistro and Bar,Falafel,"Jarvis St, Toronto",+1 966-377-4769,1.9
Grenadier Restaurant,Salad,"Colborne Lodge Dr, Toronto",+1 990-168-8906,1.8
Merlot,french,"Bloor St W, Toronto",+1 698-999-9386,1.7
Just Greek Restaurant,greek,"Bloor St W, Toronto",+1 627-612-5359,2.5
Scaddabush,italian,"Progress Ave, Toronto",+1 955-878-2808,1.9
Soluna,mediterranean,"Queen St W, Toronto",+1 941-899-5033,4.0
Rivoli,Tacos,"Queen St W, Toronto",+1 787-693-8419,2.9
David Duncan House,Pasta,"Spadina Ave, Toronto",+1 892-198-8626,3.6
The Works,burger,"Wellington St E, Toronto",+1 700-860-3401,1.5
Kelsey's,american,"Eglinton Ave E, Scarborough",+1 667-872-4645,3.3
Cellar Door,Falafel,"Lake Shore Blvd W, Etobicoke",+1 787-471-9923,1.7
Carousel Cafe,Ramen,"Ave Of The Islands, Toronto",+1 653-835-5685,5.0
Tom Jones Steakhouse,steak_house,"King St, Toronto",+1 692-134-6822,4.2
Island Riviera,BBQ,"Lakeshore Ave, Toronto",+1 825-927-2260,1.5
The Keg,steak_house,"Estate Dr, Toronto",+1 600-377-7142,2.1
East Side Mario's,italian,"Bloor St, Toronto",+1 640-899-3660,4.6
Montana's,barbecue,"King St, Toronto",+1 669-788-4841,4.8
Toronto Island BBQ & Beer Company,american,"Ave of the Islands, Toronto",+1 717-390-7102,1.5
Baton Rouge,Pizza,"Progress Ave, Toronto",+1 684-571-9348,3.1
The Greek Boy,Ramen,"Pape Ave, Toronto",+1 699-895-4681,3.5
Against the Grain Urban Tavern,Pasta,"Laird Dr, E York",+1 930-677-6986,3.6
Swiss Chalet,chicken,"O'Connor Dr, Toronto",+1 802-493-6271,4.0
Sunrise Bar & Restaurant,Pizza,"Bloor St, Toronto",+1 605-582-7902,4.6
Kasamoto,japanese,"Yorkville Ave, Toronto",+1 704-444-8113,3.1
The Keg,steak_house,"York St, Toronto",+1 717-485-4869,4.5
名門金宴,chinese,"Steeles Ave E, Scarborough",+1 998-813-7043,4.4
Queen Margherita Pizza,pizza,"Annette St, Toronto",+1 913-915-8846,3.7
The OWL of Minerva,korean,"Yonge St, Toronto",+1 970-466-8462,2.3
HeyNoodles,chinese;noodle,"Yonge St, Toronto",+1 805-283-9210,3.2
Sugar Marmalade,dessert,"Dundas St, Toronto",+1 788-336-4948,4.8
Caribbean Coast,Salad,"Bloor St, Toronto",+1 892-811-3199,2.8
Chop Steakhouse & Bar,steak_house,"Dixon Rd, Toronto",+1 772-887-1818,2.6
Max's Restaurant,asian,"Dundas St, Toronto",+1 606-811-5759,2.2
Baran,turkish,"Eglinton Ave E, Toronto",+1 625-346-2045,1.6
Swiss Chalet,chicken,"Eglinton Ave E, Toronto;Scarborough",+1 804-548-4489,4.7
Cherry Street Bar-B-Que,barbecue,"Cherry St, Toronto",+1 960-705-5950,4.6
Red Lobster,seafood,"The Queensway, Etobicoke",+1 749-819-9289,4.5
Ha Gow Dim Sum House,chinese,"Danforth Ave, Toronto",+1 941-127-1318,3.7
Bymark,Pasta,"Dundas St, Toronto",+1 991-626-6943,1.6
Montana's,barbecue,"Skyway Ave, Toronto",+1 974-446-8856,2.5
Route 401 Diner,Ramen,"College St, Toronto",+1 941-424-3251,1.9
Dog Saloon,sports_bar,"St Clair Ave E, Toronto",+1 967-736-7393,4.6
Bairrada Churrasqueria Grill,portuguese,"College St, Toronto",+1 625-655-4033,3.5
The Lakeview Restaurant,diner,"Dundas St W, Toronto",+1 623-238-6327,3.3
Toronto,Burger,"Avenida Cristóbal Colón, Quito",+1 818-626-3249,5.0
Boston Pizza,pizza,"Bay St, Toronto",+1 904-986-9856,1.6
Fusilli Ristorante,italian,"Queen St E, Toronto",+1 981-916-1493,4.4
W Burger Bar,burger,"Dundas St, Toronto",+1 669-581-7747,4.6
The Beaver Cafe,sandwich,"Queen St W, Toronto",+1 609-440-9271,2.4
Amazing Shawarma,Ramen,"Eglinton Ave E, Toronto",+1 699-112-3444,2.3
Cactus Club Cafe,international,"Spadina Ave, Toronto",+1 707-482-6362,4.7
Fresh,Falafel,"Spadina Ave, Toronto",+1 972-538-7610,3.6
Ginger,vietnamese,"Queen St W, Toronto",+1 722-675-6623,2.1
Parquet,french,"Harbord St, Toronto",+1 719-442-1387,4.5
Kinton Ramen,japanese,"Church St, Toronto",+1 881-887-7468,3.5
Fresh,Steak,"Queen St W, Toronto",+1 737-951-3822,4.8
Unnamed Restaurant,Tacos,"Dundas St W, Toronto",+1 680-408-8126,1.1
Pho Linh,vietnamese,"College St, Toronto",+1 872-287-8935,5.0
Mr Fish,seafood;chinese,"Yonge St, Toronto",+1 806-788-4184,4.2
Upper East Food Club,Sushi,"Yonge St, Toronto",+1 743-307-9733,4.6
Meet Fresh,taiwanese,"Yonge St, Toronto",+1 746-505-4735,2.5
The Captain's Boil,seafood,"Yonge St, Toronto",+1 686-133-8704,4.1
Cheese Garden,dessert;japanese,"Yonge St, Toronto",+1 646-601-1384,3.0
Wako Sushi,japanese;sushi,"Yonge St, Toronto",+1 969-909-6032,5.0
Pho 88,vietnamese,"Yonge St, Toronto",+1 916-127-8682,1.4
Qing Shu Spicy Hot Pot,chinese,"Yonge St, Toronto",+1 771-629-7114,3.7
Kinton Ramen,japanese;ramen,"Yonge St, Toronto",+1 863-838-2877,4.0
Shawarma Max,shawarma,"Yonge St, Toronto",+1 951-313-1367,1.9
Izakaya Tokyo Grill,japanese,"Yonge St, Toronto",+1 940-953-1222,1.2
Harry's Steak House,Sushi,"Bloor St W, Etobicoke",+1 694-755-2572,4.6
Supernatural,BBQ,"Queen St, Toronto",+1 890-404-4687,3.2
One Love Sports Bar,Tacos,"Yonge St, Toronto",+1 624-499-3784,3.2
Crystal,Falafel,"Dundas St, Toronto",+1 967-343-2579,4.0
5 Points,Falafel,"Spadina Ave, Toronto",+1 618-873-8790,2.3
Sushi & Bowl,sushi,"Atlantic Ave, Toronto",+1 853-776-2183,1.7
Insieme,Ramen,"Atlantic Ave, Toronto",+1 624-705-1249,1.2
In Japan,sushi,"Atlantic Ave, Toronto",+1 886-270-5509,4.9
Chicken Plus,chicken;korean,"Atlantic Ave, Toronto",+1 721-444-3680,3.5
Maizal,mexican,"Jefferson Ave, Toronto",+1 859-322-3331,4.1
Lac Vien,Pasta,"Cartwright Ave, Toronto",+1 810-912-3632,4.2
MezGouf,middle_eastern,"Kipling Ave, Toronto",+1 927-783-3369,1.8
Elijah's Automatic Flame Broiled,Salad,"The Queensway, Toronto",+1 828-463-9817,1.9
New Orleans Seafood & Steakhouse,Burger,"Scarlett Rd, York",+1 908-291-9490,2.1
Nikos Greek Grill,greek,"King St, Toronto",+1 780-746-5074,1.9
Toronto Pho,vietnamese;thai,"Queen St, Toronto",+1 613-578-6338,2.5
Tandoori Time,indian,"Dundas St, Toronto",+1 613-160-1606,1.9
The Keg,steak_house,"Bloor St, Toronto",+1 864-939-5966,1.7
Anjappar Chettinad,Pizza,"Spadina Ave, Toronto",+1 806-462-7749,3.6
Two Brothers Shawarma,turkish,"Eglinton Ave W, York, Toronto",+1 901-629-7935,2.2
Milestones,bar&grill,"College St, Toronto",+1 792-243-9501,1.7
Scotty Bons,caribbean,"Queen St, Toronto",+1 811-491-6184,1.9
North of Brooklyn,pizza,"Bay St, Toronto",+1 608-181-4734,3.4
Rebozos Taqueria,mexican,"Rogers Rd, Toronto",+1 848-454-7702,4.0
Makkah Restaurant,indian;pakistani,"Danforth Ave, E York",+1 884-337-6821,1.4
Subhan Halal Pizza and Chicken,pizza;chicken,"Danforth Ave, E York",+1 738-613-5168,2.2
Sophie's Sports Bar & Grill,BBQ,"Cosburn Ave, Toronto",+1 910-962-2130,4.3
Brunch On Cosburn Ave,Ramen,"Cosburn Ave, Toronto",+1 863-870-7545,1.7
Union Social Eatery,Ramen,"Yonge St, Toronto",+1 681-567-7254,2.5
Green Mango,thai,"Bloor St W, Toronto",+1 824-376-9265,1.6
Ruth's Chris Steak House,american;steak_house,"Yonge St, Toronto",+1 789-520-7277,3.1
